Standard Stats,Standard Stats,Standard Stats,season,competition,minutes_played
Touches (Att 3rd),28.17,97,2020-2021,2020-2021 Ligue 1,1492.0
Touches (Att Pen),2.35,74,2020-2021,2020-2021 Ligue 1,1492.0
Touches (Live-Ball),119.32,99,2020-2021,2020-2021 Ligue 1,1492.0
,,,2020-2021,2020-2021 Ligue 1,1492.0
Take-Ons Attempted,3.62,86,2020-2021,2020-2021 Ligue 1,1492.0
Successful Take-Ons,2.90,96,2020-2021,2020-2021 Ligue 1,1492.0
Successful Take-On %,80.0%,91,2020-2021,2020-2021 Ligue 1,1492.0
Times Tackled During Take-On,0.72,47,2020-2021,2020-2021 Ligue 1,1492.0
Tackled During Take-On Percentage,20.0%,91,2020-2021,2020-2021 Ligue 1,1492.0
,,,2020-2021,2020-2021 Ligue 1,1492.0
Carries,79.75,99,2020-2021,2020-2021 Ligue 1,1492.0
Total Carrying Distance,363.20,99,2020-2021,2020-2021 Ligue 1,1492.0
Progressive Carrying Distance,195.99,99,2020-2021,2020-2021 Ligue 1,1492.0
,,,2020-2021,2020-2021 Ligue 1,1492.0
Progressive Carries,2.29,65,2020-2021,2020-2021 Ligue 1,1492.0
Carries into Final Third,3.08,96,2020-2021,2020-2021 Ligue 1,1492.0
Carries into Penalty Area,0.60,72,2020-2021,2020-2021 Ligue 1,1492.0
Miscontrols,1.81,43,2020-2021,2020-2021 Ligue 1,1492.0
Dispossessed,1.75,13,2020-2021,2020-2021 Ligue 1,1492.0
,,,2020-2021,2020-2021 Ligue 1,1492.0
Passes Received,98.69,99,2020-2021,2020-2021 Ligue 1,1492.0
Progressive Passes Rec,4.04,60,2020-2021,2020-2021 Ligue 1,1492.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,2020-2021,2020-2021 Ligue 1,1492.0
Statistic,Per 90,Percentile,2020-2021,2020-2021 Ligue 1,1492.0
Yellow Cards,0.42,7,2020-2021,2020-2021 Ligue 1,1492.0
Red Cards,0.00,61,2020-2021,2020-2021 Ligue 1,1492.0
Second Yellow Card,0.00,54,2020-2021,2020-2021 Ligue 1,1492.0
Fouls Committed,1.69,30,2020-2021,2020-2021 Ligue 1,1492.0
Fouls Drawn,3.08,98,2020-2021,2020-2021 Ligue 1,1492.0
Offsides,0.06,42,2020-2021,2020-2021 Ligue 1,1492.0
Crosses,0.66,35,2020-2021,2020-2021 Ligue 1,1492.0
,,,2020-2021,2020-2021 Ligue 1,1492.0
Interceptions,1.57,76,2020-2021,2020-2021 Ligue 1,1492.0
Tackles Won,1.81,88,2020-2021,2020-2021 Ligue 1,1492.0
Penalty Kicks Won,0.00,41,2020-2021,2020-2021 Ligue 1,1492.0
Penalty Kicks Conceded,0.00,59,2020-2021,2020-2021 Ligue 1,1492.0
Own Goals,0.00,52,2020-2021,2020-2021 Ligue 1,1492.0
Ball Recoveries,7.84,93,2020-2021,2020-2021 Ligue 1,1492.0
,,,2020-2021,2020-2021 Ligue 1,1492.0
Aerials Won,0.66,36,2020-2021,2020-2021 Ligue 1,1492.0
Aerials Lost,0.72,84,2020-2021,2020-2021 Ligue 1,1492.0
% of Aerials Won,47.8%,59,2020-2021,2020-2021 Ligue 1,1492.0
Goals,0.00,31,2019-2020,2019-2020 Champions League,589.0
Assists,0.00,32,2019-2020,2019-2020 Champions League,589.0
Goals + Assists,0.00,23,2019-2020,2019-2020 Champions League,589.0
Non-Penalty Goals,0.00,32,2019-2020,2019-2020 Champions League,589.0
Penalty Kicks Made,0.00,47,2019-2020,2019-2020 Champions League,589.0
Penalty Kicks Attempted,0.00,47,2019-2020,2019-2020 Champions League,589.0
Yellow Cards,0.46,15,2019-2020,2019-2020 Champions League,589.0
Red Cards,0.00,52,2019-2020,2019-2020 Champions League,589.0
xG: Expected Goals,0.00,7,2019-2020,2019-2020 Champions League,589.0
npxG: Non-Penalty xG,0.00,7,2019-2020,2019-2020 Champions League,589.0
xAG: Exp. Assisted Goals,0.24,84,2019-2020,2019-2020 Champions League,589.0
npxG + xAG,0.24,63,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
Progressive Carries,1.99,60,2019-2020,2019-2020 Champions League,589.0
Progressive Passes,8.71,89,2019-2020,2019-2020 Champions League,589.0
Progressive Passes Rec,1.53,37,2019-2020,2019-2020 Champions League,589.0
Shooting,Shooting,Shooting,2019-2020,2019-2020 Champions League,589.0
Statistic,Per 90,Percentile,2019-2020,2019-2020 Champions League,589.0
Goals,0.00,31,2019-2020,2019-2020 Champions League,589.0
Shots Total,0.15,7,2019-2020,2019-2020 Champions League,589.0
Shots on Target,0.15,31,2019-2020,2019-2020 Champions League,589.0
Shots on Target %,100.0%,95,2019-2020,2019-2020 Champions League,589.0
Goals/Shot,0.00,32,2019-2020,2019-2020 Champions League,589.0
Goals/Shot on Target,0.00,32,2019-2020,2019-2020 Champions League,589.0
Average Shot Distance,30.40,7,2019-2020,2019-2020 Champions League,589.0
Shots from Free Kicks,0.00,43,2019-2020,2019-2020 Champions League,589.0
Penalty Kicks Made,0.00,47,2019-2020,2019-2020 Champions League,589.0
Penalty Kicks Attempted,0.00,47,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
xG: Expected Goals,0.00,7,2019-2020,2019-2020 Champions League,589.0
npxG: Non-Penalty xG,0.00,7,2019-2020,2019-2020 Champions League,589.0
npxG/Shot,0.03,11,2019-2020,2019-2020 Champions League,589.0
Goals - xG,0.00,65,2019-2020,2019-2020 Champions League,589.0
Non-Penalty Goals - npxG,0.00,66,2019-2020,2019-2020 Champions League,589.0
Passing,Passing,Passing,2019-2020,2019-2020 Champions League,589.0
Statistic,Per 90,Percentile,2019-2020,2019-2020 Champions League,589.0
Passes Completed,86.18,99,2019-2020,2019-2020 Champions League,589.0
Passes Attempted,93.51,99,2019-2020,2019-2020 Champions League,589.0
Pass Completion %,92.2%,97,2019-2020,2019-2020 Champions League,589.0
Total Passing Distance,1171.53,90,2019-2020,2019-2020 Champions League,589.0
Progressive Passing Distance,388.12,97,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
Passes Completed (Short),53.63,99,2019-2020,2019-2020 Champions League,589.0
Passes Attempted (Short),56.23,99,2019-2020,2019-2020 Champions League,589.0
Pass Completion % (Short),95.4%,92,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
Passes Completed (Medium),24.14,83,2019-2020,2019-2020 Champions League,589.0
Passes Attempted (Medium),25.06,80,2019-2020,2019-2020 Champions League,589.0
Pass Completion % (Medium),96.3%,98,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
Passes Completed (Long),4.43,63,2019-2020,2019-2020 Champions League,589.0
Passes Attempted (Long),5.81,55,2019-2020,2019-2020 Champions League,589.0
Pass Completion % (Long),76.3%,68,2019-2020,2019-2020 Champions League,589.0
Assists,0.00,32,2019-2020,2019-2020 Champions League,589.0
xAG: Exp. Assisted Goals,0.24,84,2019-2020,2019-2020 Champions League,589.0
xA: Expected Assists,0.29,94,2019-2020,2019-2020 Champions League,589.0
Key Passes,1.53,72,2019-2020,2019-2020 Champions League,589.0
Passes into Final Third,7.03,86,2019-2020,2019-2020 Champions League,589.0
Passes into Penalty Area,1.83,90,2019-2020,2019-2020 Champions League,589.0
Crosses into Penalty Area,0.15,66,2019-2020,2019-2020 Champions League,589.0
Progressive Passes,8.71,89,2019-2020,2019-2020 Champions League,589.0
Pass Types,Pass Types,Pass Types,2019-2020,2019-2020 Champions League,589.0
Statistic,Per 90,Percentile,2019-2020,2019-2020 Champions League,589.0
Passes Attempted,93.51,99,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
Live-ball Passes,88.78,98,2019-2020,2019-2020 Champions League,589.0
Dead-ball Passes,4.13,82,2019-2020,2019-2020 Champions League,589.0
Passes from Free Kicks,3.51,98,2019-2020,2019-2020 Champions League,589.0
Through Balls,1.38,99,2019-2020,2019-2020 Champions League,589.0
Switches,0.15,29,2019-2020,2019-2020 Champions League,589.0
Crosses,0.46,40,2019-2020,2019-2020 Champions League,589.0
Throw-ins Taken,0.61,76,2019-2020,2019-2020 Champions League,589.0
Corner Kicks,0.00,29,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
Inswinging Corner Kicks,0.00,34,2019-2020,2019-2020 Champions League,589.0
Outswinging Corner Kicks,0.00,36,2019-2020,2019-2020 Champions League,589.0
Straight Corner Kicks,0.00,49,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
Passes Completed,86.18,99,2019-2020,2019-2020 Champions League,589.0
Passes Offside,0.61,4,2019-2020,2019-2020 Champions League,589.0
Passes Blocked,0.92,38,2019-2020,2019-2020 Champions League,589.0
Goal and Shot Creation,Goal and Shot Creation,Goal and Shot Creation,2019-2020,2019-2020 Champions League,589.0
Statistic,Per 90,Percentile,2019-2020,2019-2020 Champions League,589.0
Shot-Creating Actions,3.97,85,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
SCA (Live-ball Pass),2.90,80,2019-2020,2019-2020 Champions League,589.0
SCA (Dead-ball Pass),0.46,83,2019-2020,2019-2020 Champions League,589.0
SCA (Take-On),0.15,63,2019-2020,2019-2020 Champions League,589.0
SCA (Shot),0.15,69,2019-2020,2019-2020 Champions League,589.0
SCA (Fouls Drawn),0.15,69,2019-2020,2019-2020 Champions League,589.0
SCA (Defensive Action),0.15,81,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
Goal-Creating Actions,0.15,40,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
GCA (Live-ball Pass),0.15,46,2019-2020,2019-2020 Champions League,589.0
GCA (Dead-ball Pass),0.00,46,2019-2020,2019-2020 Champions League,589.0
GCA (Take-On),0.00,48,2019-2020,2019-2020 Champions League,589.0
GCA (Shot),0.00,45,2019-2020,2019-2020 Champions League,589.0
GCA (Fouls Drawn),0.00,48,2019-2020,2019-2020 Champions League,589.0
GCA (Defensive Action),0.00,49,2019-2020,2019-2020 Champions League,589.0
Defense,Defense,Defense,2019-2020,2019-2020 Champions League,589.0
Statistic,Per 90,Percentile,2019-2020,2019-2020 Champions League,589.0
Tackles,3.36,91,2019-2020,2019-2020 Champions League,589.0
Tackles Won,1.83,82,2019-2020,2019-2020 Champions League,589.0
Tackles (Def 3rd),2.14,97,2019-2020,2019-2020 Champions League,589.0
Tackles (Mid 3rd),1.07,69,2019-2020,2019-2020 Champions League,589.0
Tackles (Att 3rd),0.15,36,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
Dribblers Tackled,1.07,71,2019-2020,2019-2020 Champions League,589.0
Dribbles Challenged,3.06,71,2019-2020,2019-2020 Champions League,589.0
% of Dribblers Tackled,35.0%,51,2019-2020,2019-2020 Champions League,589.0
Challenges Lost,1.99,32,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
Blocks,1.07,49,2019-2020,2019-2020 Champions League,589.0
Shots Blocked,0.15,48,2019-2020,2019-2020 Champions League,589.0
Passes Blocked,0.92,60,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
Interceptions,0.61,17,2019-2020,2019-2020 Champions League,589.0
Tkl+Int,3.97,67,2019-2020,2019-2020 Champions League,589.0
Clearances,0.76,33,2019-2020,2019-2020 Champions League,589.0
Errors,0.00,60,2019-2020,2019-2020 Champions League,589.0
Possession,Possession,Possession,2019-2020,2019-2020 Champions League,589.0
Statistic,Per 90,Percentile,2019-2020,2019-2020 Champions League,589.0
Touches,102.99,98,2019-2020,2019-2020 Champions League,589.0
Touches (Def Pen),3.06,83,2019-2020,2019-2020 Champions League,589.0
Touches (Def 3rd),23.38,97,2019-2020,2019-2020 Champions League,589.0
Touches (Mid 3rd),65.70,98,2019-2020,2019-2020 Champions League,589.0
Touches (Att 3rd),15.59,49,2019-2020,2019-2020 Champions League,589.0
Touches (Att Pen),0.31,11,2019-2020,2019-2020 Champions League,589.0
Touches (Live-Ball),102.99,98,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
Take-Ons Attempted,1.68,53,2019-2020,2019-2020 Champions League,589.0
Successful Take-Ons,1.22,57,2019-2020,2019-2020 Champions League,589.0
Successful Take-On %,72.7%,57,2019-2020,2019-2020 Champions League,589.0
Times Tackled During Take-On,0.46,54,2019-2020,2019-2020 Champions League,589.0
Tackled During Take-On Percentage,27.3%,57,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
Carries,71.05,98,2019-2020,2019-2020 Champions League,589.0
Total Carrying Distance,298.27,91,2019-2020,2019-2020 Champions League,589.0
Progressive Carrying Distance,159.07,94,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
Progressive Carries,1.99,60,2019-2020,2019-2020 Champions League,589.0
Carries into Final Third,2.29,77,2019-2020,2019-2020 Champions League,589.0
Carries into Penalty Area,0.31,66,2019-2020,2019-2020 Champions League,589.0
Miscontrols,1.99,21,2019-2020,2019-2020 Champions League,589.0
Dispossessed,1.68,14,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
Passes Received,83.28,99,2019-2020,2019-2020 Champions League,589.0
Progressive Passes Rec,1.53,37,2019-2020,2019-2020 Champions League,589.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,2019-2020,2019-2020 Champions League,589.0
Statistic,Per 90,Percentile,2019-2020,2019-2020 Champions League,589.0
Yellow Cards,0.46,15,2019-2020,2019-2020 Champions League,589.0
Red Cards,0.00,52,2019-2020,2019-2020 Champions League,589.0
Second Yellow Card,0.00,52,2019-2020,2019-2020 Champions League,589.0
Fouls Committed,1.22,54,2019-2020,2019-2020 Champions League,589.0
Fouls Drawn,3.36,97,2019-2020,2019-2020 Champions League,589.0
Offsides,0.00,67,2019-2020,2019-2020 Champions League,589.0
Crosses,0.46,40,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
Interceptions,0.61,17,2019-2020,2019-2020 Champions League,589.0
Tackles Won,1.83,82,2019-2020,2019-2020 Champions League,589.0
Penalty Kicks Won,0.00,49,2019-2020,2019-2020 Champions League,589.0
Penalty Kicks Conceded,0.00,53,2019-2020,2019-2020 Champions League,589.0
Own Goals,0.00,51,2019-2020,2019-2020 Champions League,589.0
Ball Recoveries,8.25,88,2019-2020,2019-2020 Champions League,589.0
,,,2019-2020,2019-2020 Champions League,589.0
Aerials Won,0.15,6,2019-2020,2019-2020 Champions League,589.0
Aerials Lost,0.61,69,2019-2020,2019-2020 Champions League,589.0
% of Aerials Won,20.0%,7,2019-2020,2019-2020 Champions League,589.0
Goals,0.00,20,2019-2020,2019-2020 Ligue 1,1482.0
Assists,0.30,98,2019-2020,2019-2020 Ligue 1,1482.0
Goals + Assists,0.30,82,2019-2020,2019-2020 Ligue 1,1482.0
Non-Penalty Goals,0.00,20,2019-2020,2019-2020 Ligue 1,1482.0
Penalty Kicks Made,0.00,47,2019-2020,2019-2020 Ligue 1,1482.0
Penalty Kicks Attempted,0.00,46,2019-2020,2019-2020 Ligue 1,1482.0
Yellow Cards,0.36,11,2019-2020,2019-2020 Ligue 1,1482.0
Red Cards,0.00,59,2019-2020,2019-2020 Ligue 1,1482.0
xG: Expected Goals,0.02,7,2019-2020,2019-2020 Ligue 1,1482.0
npxG: Non-Penalty xG,0.02,7,2019-2020,2019-2020 Ligue 1,1482.0
xAG: Exp. Assisted Goals,0.19,90,2019-2020,2019-2020 Ligue 1,1482.0
npxG + xAG,0.20,65,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
Progressive Carries,2.00,59,2019-2020,2019-2020 Ligue 1,1482.0
Progressive Passes,11.30,99,2019-2020,2019-2020 Ligue 1,1482.0
Progressive Passes Rec,2.61,58,2019-2020,2019-2020 Ligue 1,1482.0
Shooting,Shooting,Shooting,2019-2020,2019-2020 Ligue 1,1482.0
Statistic,Per 90,Percentile,2019-2020,2019-2020 Ligue 1,1482.0
Goals,0.00,20,2019-2020,2019-2020 Ligue 1,1482.0
Shots Total,0.12,2,2019-2020,2019-2020 Ligue 1,1482.0
Shots on Target,0.00,5,2019-2020,2019-2020 Ligue 1,1482.0
Shots on Target %,0.0%,5,2019-2020,2019-2020 Ligue 1,1482.0
Goals/Shot,0.00,20,2019-2020,2019-2020 Ligue 1,1482.0
Average Shot Distance,6.30,99,2019-2020,2019-2020 Ligue 1,1482.0
Shots from Free Kicks,0.00,35,2019-2020,2019-2020 Ligue 1,1482.0
Penalty Kicks Made,0.00,47,2019-2020,2019-2020 Ligue 1,1482.0
Penalty Kicks Attempted,0.00,46,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
xG: Expected Goals,0.02,7,2019-2020,2019-2020 Ligue 1,1482.0
npxG: Non-Penalty xG,0.02,7,2019-2020,2019-2020 Ligue 1,1482.0
npxG/Shot,0.15,97,2019-2020,2019-2020 Ligue 1,1482.0
Goals - xG,-0.02,50,2019-2020,2019-2020 Ligue 1,1482.0
Non-Penalty Goals - npxG,-0.02,51,2019-2020,2019-2020 Ligue 1,1482.0
Passing,Passing,Passing,2019-2020,2019-2020 Ligue 1,1482.0
Statistic,Per 90,Percentile,2019-2020,2019-2020 Ligue 1,1482.0
Passes Completed,97.65,99,2019-2020,2019-2020 Ligue 1,1482.0
Passes Attempted,105.91,99,2019-2020,2019-2020 Ligue 1,1482.0
Pass Completion %,92.2%,97,2019-2020,2019-2020 Ligue 1,1482.0
Total Passing Distance,1455.79,99,2019-2020,2019-2020 Ligue 1,1482.0
Progressive Passing Distance,464.82,99,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
Passes Completed (Short),55.26,99,2019-2020,2019-2020 Ligue 1,1482.0
Passes Attempted (Short),57.81,99,2019-2020,2019-2020 Ligue 1,1482.0
Pass Completion % (Short),95.6%,98,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
Passes Completed (Medium),30.18,97,2019-2020,2019-2020 Ligue 1,1482.0
Passes Attempted (Medium),32.19,97,2019-2020,2019-2020 Ligue 1,1482.0
Pass Completion % (Medium),93.8%,97,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
Passes Completed (Long),6.98,94,2019-2020,2019-2020 Ligue 1,1482.0
Passes Attempted (Long),9.05,84,2019-2020,2019-2020 Ligue 1,1482.0
Pass Completion % (Long),77.2%,92,2019-2020,2019-2020 Ligue 1,1482.0
Assists,0.30,98,2019-2020,2019-2020 Ligue 1,1482.0
xAG: Exp. Assisted Goals,0.19,90,2019-2020,2019-2020 Ligue 1,1482.0
xA: Expected Assists,0.21,97,2019-2020,2019-2020 Ligue 1,1482.0
Key Passes,1.64,83,2019-2020,2019-2020 Ligue 1,1482.0
Passes into Final Third,9.29,99,2019-2020,2019-2020 Ligue 1,1482.0
Passes into Penalty Area,2.55,99,2019-2020,2019-2020 Ligue 1,1482.0
Crosses into Penalty Area,0.30,86,2019-2020,2019-2020 Ligue 1,1482.0
Progressive Passes,11.30,99,2019-2020,2019-2020 Ligue 1,1482.0
Pass Types,Pass Types,Pass Types,2019-2020,2019-2020 Ligue 1,1482.0
Statistic,Per 90,Percentile,2019-2020,2019-2020 Ligue 1,1482.0
Passes Attempted,105.91,99,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
Live-ball Passes,101.36,99,2019-2020,2019-2020 Ligue 1,1482.0
Dead-ball Passes,4.49,80,2019-2020,2019-2020 Ligue 1,1482.0
Passes from Free Kicks,3.10,95,2019-2020,2019-2020 Ligue 1,1482.0
Through Balls,0.67,99,2019-2020,2019-2020 Ligue 1,1482.0
Switches,0.36,38,2019-2020,2019-2020 Ligue 1,1482.0
Crosses,0.67,37,2019-2020,2019-2020 Ligue 1,1482.0
Throw-ins Taken,1.34,99,2019-2020,2019-2020 Ligue 1,1482.0
Corner Kicks,0.06,49,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
Inswinging Corner Kicks,0.00,27,2019-2020,2019-2020 Ligue 1,1482.0
Outswinging Corner Kicks,0.00,27,2019-2020,2019-2020 Ligue 1,1482.0
Straight Corner Kicks,0.00,45,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
Passes Completed,97.65,99,2019-2020,2019-2020 Ligue 1,1482.0
Passes Offside,0.06,71,2019-2020,2019-2020 Ligue 1,1482.0
Passes Blocked,0.24,99,2019-2020,2019-2020 Ligue 1,1482.0
Goal and Shot Creation,Goal and Shot Creation,Goal and Shot Creation,2019-2020,2019-2020 Ligue 1,1482.0
Statistic,Per 90,Percentile,2019-2020,2019-2020 Ligue 1,1482.0
Shot-Creating Actions,3.77,83,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
SCA (Live-ball Pass),3.22,98,2019-2020,2019-2020 Ligue 1,1482.0
SCA (Dead-ball Pass),0.12,61,2019-2020,2019-2020 Ligue 1,1482.0
SCA (Take-On),0.00,15,2019-2020,2019-2020 Ligue 1,1482.0
SCA (Shot),0.06,40,2019-2020,2019-2020 Ligue 1,1482.0
SCA (Fouls Drawn),0.06,38,2019-2020,2019-2020 Ligue 1,1482.0
SCA (Defensive Action),0.30,98,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
Goal-Creating Actions,0.85,99,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
GCA (Live-ball Pass),0.79,99,2019-2020,2019-2020 Ligue 1,1482.0
GCA (Dead-ball Pass),0.06,83,2019-2020,2019-2020 Ligue 1,1482.0
GCA (Take-On),0.00,42,2019-2020,2019-2020 Ligue 1,1482.0
GCA (Shot),0.00,42,2019-2020,2019-2020 Ligue 1,1482.0
GCA (Fouls Drawn),0.00,43,2019-2020,2019-2020 Ligue 1,1482.0
GCA (Defensive Action),0.00,47,2019-2020,2019-2020 Ligue 1,1482.0
Defense,Defense,Defense,2019-2020,2019-2020 Ligue 1,1482.0
Statistic,Per 90,Percentile,2019-2020,2019-2020 Ligue 1,1482.0
Tackles,3.28,86,2019-2020,2019-2020 Ligue 1,1482.0
Tackles Won,1.94,86,2019-2020,2019-2020 Ligue 1,1482.0
Tackles (Def 3rd),1.34,85,2019-2020,2019-2020 Ligue 1,1482.0
Tackles (Mid 3rd),1.34,68,2019-2020,2019-2020 Ligue 1,1482.0
Tackles (Att 3rd),0.61,99,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
Dribblers Tackled,1.21,80,2019-2020,2019-2020 Ligue 1,1482.0
Dribbles Challenged,3.40,92,2019-2020,2019-2020 Ligue 1,1482.0
% of Dribblers Tackled,35.7%,49,2019-2020,2019-2020 Ligue 1,1482.0
Challenges Lost,2.19,9,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
Blocks,1.40,83,2019-2020,2019-2020 Ligue 1,1482.0
Shots Blocked,0.18,53,2019-2020,2019-2020 Ligue 1,1482.0
Passes Blocked,1.21,86,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
Interceptions,1.15,52,2019-2020,2019-2020 Ligue 1,1482.0
Tkl+Int,4.43,78,2019-2020,2019-2020 Ligue 1,1482.0
Clearances,0.55,25,2019-2020,2019-2020 Ligue 1,1482.0
Errors,0.00,70,2019-2020,2019-2020 Ligue 1,1482.0
Possession,Possession,Possession,2019-2020,2019-2020 Ligue 1,1482.0
Statistic,Per 90,Percentile,2019-2020,2019-2020 Ligue 1,1482.0
Touches,114.17,99,2019-2020,2019-2020 Ligue 1,1482.0
Touches (Def Pen),2.43,79,2019-2020,2019-2020 Ligue 1,1482.0
Touches (Def 3rd),16.52,86,2019-2020,2019-2020 Ligue 1,1482.0
Touches (Mid 3rd),76.58,99,2019-2020,2019-2020 Ligue 1,1482.0
Touches (Att 3rd),22.04,89,2019-2020,2019-2020 Ligue 1,1482.0
Touches (Att Pen),0.67,33,2019-2020,2019-2020 Ligue 1,1482.0
Touches (Live-Ball),114.17,99,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
Take-Ons Attempted,1.76,55,2019-2020,2019-2020 Ligue 1,1482.0
Successful Take-Ons,1.52,70,2019-2020,2019-2020 Ligue 1,1482.0
Successful Take-On %,86.2%,96,2019-2020,2019-2020 Ligue 1,1482.0
Times Tackled During Take-On,0.24,79,2019-2020,2019-2020 Ligue 1,1482.0
Tackled During Take-On Percentage,13.8%,96,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
Carries,68.68,99,2019-2020,2019-2020 Ligue 1,1482.0
Total Carrying Distance,289.25,97,2019-2020,2019-2020 Ligue 1,1482.0
Progressive Carrying Distance,158.38,97,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
Progressive Carries,2.00,59,2019-2020,2019-2020 Ligue 1,1482.0
Carries into Final Third,2.19,77,2019-2020,2019-2020 Ligue 1,1482.0
Carries into Penalty Area,0.24,62,2019-2020,2019-2020 Ligue 1,1482.0
Miscontrols,0.85,87,2019-2020,2019-2020 Ligue 1,1482.0
Dispossessed,1.34,30,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
Passes Received,92.55,99,2019-2020,2019-2020 Ligue 1,1482.0
Progressive Passes Rec,2.61,58,2019-2020,2019-2020 Ligue 1,1482.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,2019-2020,2019-2020 Ligue 1,1482.0
Statistic,Per 90,Percentile,2019-2020,2019-2020 Ligue 1,1482.0
Yellow Cards,0.36,11,2019-2020,2019-2020 Ligue 1,1482.0
Red Cards,0.00,59,2019-2020,2019-2020 Ligue 1,1482.0
Second Yellow Card,0.00,55,2019-2020,2019-2020 Ligue 1,1482.0
Fouls Committed,1.58,49,2019-2020,2019-2020 Ligue 1,1482.0
Fouls Drawn,2.00,79,2019-2020,2019-2020 Ligue 1,1482.0
Offsides,0.00,77,2019-2020,2019-2020 Ligue 1,1482.0
Crosses,0.67,37,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
Interceptions,1.15,52,2019-2020,2019-2020 Ligue 1,1482.0
Tackles Won,1.94,86,2019-2020,2019-2020 Ligue 1,1482.0
Penalty Kicks Won,0.00,47,2019-2020,2019-2020 Ligue 1,1482.0
Penalty Kicks Conceded,0.00,56,2019-2020,2019-2020 Ligue 1,1482.0
Own Goals,0.00,50,2019-2020,2019-2020 Ligue 1,1482.0
Ball Recoveries,7.47,78,2019-2020,2019-2020 Ligue 1,1482.0
,,,2019-2020,2019-2020 Ligue 1,1482.0
Aerials Won,0.49,14,2019-2020,2019-2020 Ligue 1,1482.0
Aerials Lost,0.55,92,2019-2020,2019-2020 Ligue 1,1482.0
% of Aerials Won,47.1%,47,2019-2020,2019-2020 Ligue 1,1482.0
Goals,0.00,33,2018-2019,2018-2019 Champions League,598.0
Assists,0.00,32,2018-2019,2018-2019 Champions League,598.0
