Standard Stats,Standard Stats,Standard Stats,season,competition,minutes_played
Shots Total,1.38,16.0,2020-2021,2020-2021 Premier League,520.0
Assists,0.17,51.0,2020-2021,2020-2021 Premier League,520.0
xAG: Exp. Assisted Goals,0.10,24.0,2020-2021,2020-2021 Premier League,520.0
npxG + xAG,0.21,9.0,2020-2021,2020-2021 Premier League,520.0
Shot-Creating Actions,3.98,75.0,2020-2021,2020-2021 Premier League,520.0
,,,2020-2021,2020-2021 Premier League,520.0
Passes Attempted,59.88,96.0,2020-2021,2020-2021 Premier League,520.0
Pass Completion %,87.3%,99.0,2020-2021,2020-2021 Premier League,520.0
Progressive Passes,3.46,41.0,2020-2021,2020-2021 Premier League,520.0
Progressive Carries,1.90,13.0,2020-2021,2020-2021 Premier League,520.0
Successful Take-Ons,1.38,38.0,2020-2021,2020-2021 Premier League,520.0
Touches (Att Pen),1.38,1.0,2020-2021,2020-2021 Premier League,520.0
Progressive Passes Rec,3.12,1.0,2020-2021,2020-2021 Premier League,520.0
,,,2020-2021,2020-2021 Premier League,520.0
Tackles,1.21,57.0,2020-2021,2020-2021 Premier League,520.0
Interceptions,0.52,47.0,2020-2021,2020-2021 Premier League,520.0
Blocks,0.52,10.0,2020-2021,2020-2021 Premier League,520.0
Clearances,0.17,10.0,2020-2021,2020-2021 Premier League,520.0
Aerials Won,0.00,1.0,2020-2021,2020-2021 Premier League,520.0
Goals,0.20,88,Unknown,View Complete,3625.0
Assists,0.17,85,Unknown,View Complete,3625.0
Goals + Assists,0.37,91,Unknown,View Complete,3625.0
Non-Penalty Goals,0.15,84,Unknown,View Complete,3625.0
Penalty Kicks Made,0.05,93,Unknown,View Complete,3625.0
Penalty Kicks Attempted,0.07,96,Unknown,View Complete,3625.0
Yellow Cards,0.02,99,Unknown,View Complete,3625.0
Red Cards,0.00,60,Unknown,View Complete,3625.0
xG: Expected Goals,0.12,79,Unknown,View Complete,3625.0
npxG: Non-Penalty xG,0.06,45,Unknown,View Complete,3625.0
xAG: Exp. Assisted Goals,0.13,77,Unknown,View Complete,3625.0
npxG + xAG,0.19,64,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
Progressive Carries,2.28,89,Unknown,View Complete,3625.0
Progressive Passes,8.66,95,Unknown,View Complete,3625.0
Progressive Passes Rec,1.81,51,Unknown,View Complete,3625.0
Shooting,Shooting,Shooting,Unknown,View Complete,3625.0
Statistic,Per 90,Percentile,Unknown,View Complete,3625.0
Goals,0.20,88,Unknown,View Complete,3625.0
Shots Total,1.42,79,Unknown,View Complete,3625.0
Shots on Target,0.52,84,Unknown,View Complete,3625.0
Shots on Target %,36.8%,79,Unknown,View Complete,3625.0
Goals/Shot,0.11,75,Unknown,View Complete,3625.0
Goals/Shot on Target,0.29,59,Unknown,View Complete,3625.0
Average Shot Distance,26.30,7,Unknown,View Complete,3625.0
Shots from Free Kicks,0.07,84,Unknown,View Complete,3625.0
Penalty Kicks Made,0.05,93,Unknown,View Complete,3625.0
Penalty Kicks Attempted,0.07,96,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
xG: Expected Goals,0.12,79,Unknown,View Complete,3625.0
npxG: Non-Penalty xG,0.06,45,Unknown,View Complete,3625.0
npxG/Shot,0.05,22,Unknown,View Complete,3625.0
Goals - xG,+0.07,92,Unknown,View Complete,3625.0
Non-Penalty Goals - npxG,+0.08,94,Unknown,View Complete,3625.0
Passing,Passing,Passing,Unknown,View Complete,3625.0
Statistic,Per 90,Percentile,Unknown,View Complete,3625.0
Passes Completed,97.18,99,Unknown,View Complete,3625.0
Passes Attempted,104.33,99,Unknown,View Complete,3625.0
Pass Completion %,93.1%,99,Unknown,View Complete,3625.0
Total Passing Distance,1732.10,99,Unknown,View Complete,3625.0
Progressive Passing Distance,392.23,97,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
Passes Completed (Short),43.08,99,Unknown,View Complete,3625.0
Passes Attempted (Short),44.57,98,Unknown,View Complete,3625.0
Pass Completion % (Short),96.7%,99,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
Passes Completed (Medium),40.74,99,Unknown,View Complete,3625.0
Passes Attempted (Medium),42.73,99,Unknown,View Complete,3625.0
Pass Completion % (Medium),95.4%,99,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
Passes Completed (Long),10.78,99,Unknown,View Complete,3625.0
Passes Attempted (Long),12.89,97,Unknown,View Complete,3625.0
Pass Completion % (Long),83.6%,98,Unknown,View Complete,3625.0
Assists,0.17,85,Unknown,View Complete,3625.0
xAG: Exp. Assisted Goals,0.13,77,Unknown,View Complete,3625.0
xA: Expected Assists,0.18,89,Unknown,View Complete,3625.0
Key Passes,1.49,83,Unknown,View Complete,3625.0
Passes into Final Third,10.68,99,Unknown,View Complete,3625.0
Passes into Penalty Area,1.59,93,Unknown,View Complete,3625.0
Crosses into Penalty Area,0.15,63,Unknown,View Complete,3625.0
Progressive Passes,8.66,95,Unknown,View Complete,3625.0
Pass Types,Pass Types,Pass Types,Unknown,View Complete,3625.0
Statistic,Per 90,Percentile,Unknown,View Complete,3625.0
Passes Attempted,104.33,99,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
Live-ball Passes,100.01,99,Unknown,View Complete,3625.0
Dead-ball Passes,4.15,81,Unknown,View Complete,3625.0
Passes from Free Kicks,3.30,96,Unknown,View Complete,3625.0
Through Balls,0.47,92,Unknown,View Complete,3625.0
Switches,1.09,97,Unknown,View Complete,3625.0
Crosses,1.09,62,Unknown,View Complete,3625.0
Throw-ins Taken,0.42,79,Unknown,View Complete,3625.0
Corner Kicks,0.17,63,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
Inswinging Corner Kicks,0.07,64,Unknown,View Complete,3625.0
Outswinging Corner Kicks,0.02,62,Unknown,View Complete,3625.0
Straight Corner Kicks,0.00,46,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
Passes Completed,97.18,99,Unknown,View Complete,3625.0
Passes Offside,0.17,47,Unknown,View Complete,3625.0
Passes Blocked,0.84,40,Unknown,View Complete,3625.0
Goal and Shot Creation,Goal and Shot Creation,Goal and Shot Creation,Unknown,View Complete,3625.0
Statistic,Per 90,Percentile,Unknown,View Complete,3625.0
Shot-Creating Actions,3.67,90,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
SCA (Live-ball Pass),3.08,94,Unknown,View Complete,3625.0
SCA (Dead-ball Pass),0.27,72,Unknown,View Complete,3625.0
SCA (Take-On),0.12,82,Unknown,View Complete,3625.0
SCA (Shot),0.10,51,Unknown,View Complete,3625.0
SCA (Fouls Drawn),0.02,18,Unknown,View Complete,3625.0
SCA (Defensive Action),0.07,71,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
Goal-Creating Actions,0.47,88,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
GCA (Live-ball Pass),0.37,90,Unknown,View Complete,3625.0
GCA (Dead-ball Pass),0.05,85,Unknown,View Complete,3625.0
GCA (Take-On),0.02,86,Unknown,View Complete,3625.0
GCA (Shot),0.00,34,Unknown,View Complete,3625.0
GCA (Fouls Drawn),0.00,38,Unknown,View Complete,3625.0
GCA (Defensive Action),0.02,89,Unknown,View Complete,3625.0
Defense,Defense,Defense,Unknown,View Complete,3625.0
Statistic,Per 90,Percentile,Unknown,View Complete,3625.0
Tackles,1.49,17,Unknown,View Complete,3625.0
Tackles Won,0.87,19,Unknown,View Complete,3625.0
Tackles (Def 3rd),0.45,10,Unknown,View Complete,3625.0
Tackles (Mid 3rd),0.84,43,Unknown,View Complete,3625.0
Tackles (Att 3rd),0.20,31,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
Dribblers Tackled,0.84,41,Unknown,View Complete,3625.0
Dribbles Challenged,1.81,49,Unknown,View Complete,3625.0
% of Dribblers Tackled,46.6%,34,Unknown,View Complete,3625.0
Challenges Lost,0.97,41,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
Blocks,0.84,18,Unknown,View Complete,3625.0
Shots Blocked,0.20,28,Unknown,View Complete,3625.0
Passes Blocked,0.65,23,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
Interceptions,0.89,43,Unknown,View Complete,3625.0
Tkl+Int,2.38,22,Unknown,View Complete,3625.0
Clearances,1.17,26,Unknown,View Complete,3625.0
Errors,0.10,27,Unknown,View Complete,3625.0
Possession,Possession,Possession,Unknown,View Complete,3625.0
Statistic,Per 90,Percentile,Unknown,View Complete,3625.0
Touches,112.22,99,Unknown,View Complete,3625.0
Touches (Def Pen),2.61,56,Unknown,View Complete,3625.0
Touches (Def 3rd),15.74,76,Unknown,View Complete,3625.0
Touches (Mid 3rd),71.55,99,Unknown,View Complete,3625.0
Touches (Att 3rd),25.62,95,Unknown,View Complete,3625.0
Touches (Att Pen),1.02,41,Unknown,View Complete,3625.0
Touches (Live-Ball),112.15,99,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
Take-Ons Attempted,1.81,76,Unknown,View Complete,3625.0
Successful Take-Ons,1.22,92,Unknown,View Complete,3625.0
Successful Take-On %,67.1%,95,Unknown,View Complete,3625.0
Times Tackled During Take-On,0.50,52,Unknown,View Complete,3625.0
Tackled During Take-On Percentage,27.4%,89,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
Carries,75.05,99,Unknown,View Complete,3625.0
Total Carrying Distance,385.60,99,Unknown,View Complete,3625.0
Progressive Carrying Distance,183.77,99,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
Progressive Carries,2.28,89,Unknown,View Complete,3625.0
Carries into Final Third,2.71,97,Unknown,View Complete,3625.0
Carries into Penalty Area,0.27,75,Unknown,View Complete,3625.0
Miscontrols,1.04,61,Unknown,View Complete,3625.0
Dispossessed,0.74,56,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
Passes Received,92.11,99,Unknown,View Complete,3625.0
Progressive Passes Rec,1.81,51,Unknown,View Complete,3625.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,Unknown,View Complete,3625.0
Statistic,Per 90,Percentile,Unknown,View Complete,3625.0
Yellow Cards,0.02,99,Unknown,View Complete,3625.0
Red Cards,0.00,60,Unknown,View Complete,3625.0
Second Yellow Card,0.00,55,Unknown,View Complete,3625.0
Fouls Committed,0.32,99,Unknown,View Complete,3625.0
Fouls Drawn,0.72,19,Unknown,View Complete,3625.0
Offsides,0.00,77,Unknown,View Complete,3625.0
Crosses,1.09,62,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
Interceptions,0.89,43,Unknown,View Complete,3625.0
Tackles Won,0.87,19,Unknown,View Complete,3625.0
Penalty Kicks Won,0.00,41,Unknown,View Complete,3625.0
Penalty Kicks Conceded,0.00,63,Unknown,View Complete,3625.0
Own Goals,0.00,52,Unknown,View Complete,3625.0
Ball Recoveries,6.21,91,Unknown,View Complete,3625.0
,,,Unknown,View Complete,3625.0
Aerials Won,0.05,1,Unknown,View Complete,3625.0
Aerials Lost,0.25,97,Unknown,View Complete,3625.0
% of Aerials Won,16.7%,2,Unknown,View Complete,3625.0
