Standard Stats,Standard Stats,Standard Stats,season,competition,minutes_played
% of Aerials Won,16.7%,2,2024-2025,2024-2025 Ligue 1,2042.0
Goals,0.12,64,2024-2025,2024-2025 Champions League,1447.0
Assists,0.12,62,2024-2025,2024-2025 Champions League,1447.0
Goals + Assists,0.25,59,2024-2025,2024-2025 Champions League,1447.0
Non-Penalty Goals,0.06,62,2024-2025,2024-2025 Champions League,1447.0
Penalty Kicks Made,0.06,93,2024-2025,2024-2025 Champions League,1447.0
Penalty Kicks Attempted,0.12,94,2024-2025,2024-2025 Champions League,1447.0
Yellow Cards,0.00,85,2024-2025,2024-2025 Champions League,1447.0
Red Cards,0.00,51,2024-2025,2024-2025 Champions League,1447.0
xG: Expected Goals,0.14,71,2024-2025,2024-2025 Champions League,1447.0
npxG: Non-Penalty xG,0.04,36,2024-2025,2024-2025 Champions League,1447.0
xAG: Exp. Assisted Goals,0.13,67,2024-2025,2024-2025 Champions League,1447.0
npxG + xAG,0.17,48,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
Progressive Carries,1.49,61,2024-2025,2024-2025 Champions League,1447.0
Progressive Passes,6.41,86,2024-2025,2024-2025 Champions League,1447.0
Progressive Passes Rec,1.31,30,2024-2025,2024-2025 Champions League,1447.0
Shooting,Shooting,Shooting,2024-2025,2024-2025 Champions League,1447.0
Statistic,Per 90,Percentile,2024-2025,2024-2025 Champions League,1447.0
Goals,0.12,64,2024-2025,2024-2025 Champions League,1447.0
Shots Total,1.24,59,2024-2025,2024-2025 Champions League,1447.0
Shots on Target,0.31,50,2024-2025,2024-2025 Champions League,1447.0
Shots on Target %,25.0%,38,2024-2025,2024-2025 Champions League,1447.0
Goals/Shot,0.05,61,2024-2025,2024-2025 Champions League,1447.0
Goals/Shot on Target,0.20,55,2024-2025,2024-2025 Champions League,1447.0
Average Shot Distance,28.50,7,2024-2025,2024-2025 Champions League,1447.0
Shots from Free Kicks,0.00,41,2024-2025,2024-2025 Champions League,1447.0
Penalty Kicks Made,0.06,93,2024-2025,2024-2025 Champions League,1447.0
Penalty Kicks Attempted,0.12,94,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
xG: Expected Goals,0.14,71,2024-2025,2024-2025 Champions League,1447.0
npxG: Non-Penalty xG,0.04,36,2024-2025,2024-2025 Champions League,1447.0
npxG/Shot,0.04,23,2024-2025,2024-2025 Champions League,1447.0
Goals - xG,-0.02,51,2024-2025,2024-2025 Champions League,1447.0
Non-Penalty Goals - npxG,+0.02,72,2024-2025,2024-2025 Champions League,1447.0
Passing,Passing,Passing,2024-2025,2024-2025 Champions League,1447.0
Statistic,Per 90,Percentile,2024-2025,2024-2025 Champions League,1447.0
Passes Completed,81.35,97,2024-2025,2024-2025 Champions League,1447.0
Passes Attempted,87.64,97,2024-2025,2024-2025 Champions League,1447.0
Pass Completion %,92.8%,96,2024-2025,2024-2025 Champions League,1447.0
Total Passing Distance,1443.55,99,2024-2025,2024-2025 Champions League,1447.0
Progressive Passing Distance,296.62,89,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
Passes Completed (Short),36.95,94,2024-2025,2024-2025 Champions League,1447.0
Passes Attempted (Short),38.56,94,2024-2025,2024-2025 Champions League,1447.0
Pass Completion % (Short),95.8%,96,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
Passes Completed (Medium),32.34,97,2024-2025,2024-2025 Champions League,1447.0
Passes Attempted (Medium),33.96,96,2024-2025,2024-2025 Champions League,1447.0
Pass Completion % (Medium),95.2%,92,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
Passes Completed (Long),9.39,99,2024-2025,2024-2025 Champions League,1447.0
Passes Attempted (Long),11.01,97,2024-2025,2024-2025 Champions League,1447.0
Pass Completion % (Long),85.3%,90,2024-2025,2024-2025 Champions League,1447.0
Assists,0.12,62,2024-2025,2024-2025 Champions League,1447.0
xAG: Exp. Assisted Goals,0.13,67,2024-2025,2024-2025 Champions League,1447.0
xA: Expected Assists,0.16,78,2024-2025,2024-2025 Champions League,1447.0
Key Passes,1.43,71,2024-2025,2024-2025 Champions League,1447.0
Passes into Final Third,7.90,93,2024-2025,2024-2025 Champions League,1447.0
Passes into Penalty Area,1.31,79,2024-2025,2024-2025 Champions League,1447.0
Crosses into Penalty Area,0.19,68,2024-2025,2024-2025 Champions League,1447.0
Progressive Passes,6.41,86,2024-2025,2024-2025 Champions League,1447.0
Pass Types,Pass Types,Pass Types,2024-2025,2024-2025 Champions League,1447.0
Statistic,Per 90,Percentile,2024-2025,2024-2025 Champions League,1447.0
Passes Attempted,87.64,97,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
Live-ball Passes,83.66,96,2024-2025,2024-2025 Champions League,1447.0
Dead-ball Passes,3.92,80,2024-2025,2024-2025 Champions League,1447.0
Passes from Free Kicks,3.48,98,2024-2025,2024-2025 Champions League,1447.0
Through Balls,0.25,62,2024-2025,2024-2025 Champions League,1447.0
Switches,1.37,99,2024-2025,2024-2025 Champions League,1447.0
Crosses,1.37,64,2024-2025,2024-2025 Champions League,1447.0
Throw-ins Taken,0.25,48,2024-2025,2024-2025 Champions League,1447.0
Corner Kicks,0.12,60,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
Inswinging Corner Kicks,0.00,32,2024-2025,2024-2025 Champions League,1447.0
Outswinging Corner Kicks,0.12,75,2024-2025,2024-2025 Champions League,1447.0
Straight Corner Kicks,0.00,49,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
Passes Completed,81.35,97,2024-2025,2024-2025 Champions League,1447.0
Passes Offside,0.06,67,2024-2025,2024-2025 Champions League,1447.0
Passes Blocked,1.06,29,2024-2025,2024-2025 Champions League,1447.0
Goal and Shot Creation,Goal and Shot Creation,Goal and Shot Creation,2024-2025,2024-2025 Champions League,1447.0
Statistic,Per 90,Percentile,2024-2025,2024-2025 Champions League,1447.0
Shot-Creating Actions,3.61,82,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
SCA (Live-ball Pass),2.74,80,2024-2025,2024-2025 Champions League,1447.0
SCA (Dead-ball Pass),0.50,81,2024-2025,2024-2025 Champions League,1447.0
SCA (Take-On),0.12,64,2024-2025,2024-2025 Champions League,1447.0
SCA (Shot),0.12,54,2024-2025,2024-2025 Champions League,1447.0
SCA (Fouls Drawn),0.00,31,2024-2025,2024-2025 Champions League,1447.0
SCA (Defensive Action),0.12,77,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
Goal-Creating Actions,0.50,86,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
GCA (Live-ball Pass),0.37,84,2024-2025,2024-2025 Champions League,1447.0
GCA (Dead-ball Pass),0.12,94,2024-2025,2024-2025 Champions League,1447.0
GCA (Take-On),0.00,45,2024-2025,2024-2025 Champions League,1447.0
GCA (Shot),0.00,44,2024-2025,2024-2025 Champions League,1447.0
GCA (Fouls Drawn),0.00,46,2024-2025,2024-2025 Champions League,1447.0
GCA (Defensive Action),0.00,48,2024-2025,2024-2025 Champions League,1447.0
Defense,Defense,Defense,2024-2025,2024-2025 Champions League,1447.0
Statistic,Per 90,Percentile,2024-2025,2024-2025 Champions League,1447.0
Tackles,1.06,10,2024-2025,2024-2025 Champions League,1447.0
Tackles Won,0.56,14,2024-2025,2024-2025 Champions League,1447.0
Tackles (Def 3rd),0.25,5,2024-2025,2024-2025 Champions League,1447.0
Tackles (Mid 3rd),0.56,31,2024-2025,2024-2025 Champions League,1447.0
Tackles (Att 3rd),0.25,42,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
Dribblers Tackled,0.50,21,2024-2025,2024-2025 Champions League,1447.0
Dribbles Challenged,1.12,13,2024-2025,2024-2025 Champions League,1447.0
% of Dribblers Tackled,44.4%,43,2024-2025,2024-2025 Champions League,1447.0
Challenges Lost,0.62,77,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
Blocks,0.56,12,2024-2025,2024-2025 Champions League,1447.0
Shots Blocked,0.12,31,2024-2025,2024-2025 Champions League,1447.0
Passes Blocked,0.44,15,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
Interceptions,1.31,77,2024-2025,2024-2025 Champions League,1447.0
Tkl+Int,2.36,30,2024-2025,2024-2025 Champions League,1447.0
Clearances,1.68,70,2024-2025,2024-2025 Champions League,1447.0
Errors,0.12,30,2024-2025,2024-2025 Champions League,1447.0
Possession,Possession,Possession,2024-2025,2024-2025 Champions League,1447.0
Statistic,Per 90,Percentile,2024-2025,2024-2025 Champions League,1447.0
Touches,95.91,97,2024-2025,2024-2025 Champions League,1447.0
Touches (Def Pen),2.67,60,2024-2025,2024-2025 Champions League,1447.0
Touches (Def 3rd),14.93,67,2024-2025,2024-2025 Champions League,1447.0
Touches (Mid 3rd),60.52,99,2024-2025,2024-2025 Champions League,1447.0
Touches (Att 3rd),21.02,80,2024-2025,2024-2025 Champions League,1447.0
Touches (Att Pen),0.75,29,2024-2025,2024-2025 Champions League,1447.0
Touches (Live-Ball),95.78,97,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
Take-Ons Attempted,2.24,75,2024-2025,2024-2025 Champions League,1447.0
Successful Take-Ons,1.37,82,2024-2025,2024-2025 Champions League,1447.0
Successful Take-On %,61.1%,70,2024-2025,2024-2025 Champions League,1447.0
Times Tackled During Take-On,0.68,41,2024-2025,2024-2025 Champions League,1447.0
Tackled During Take-On Percentage,30.6%,70,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
Carries,59.90,94,2024-2025,2024-2025 Champions League,1447.0
Total Carrying Distance,285.24,91,2024-2025,2024-2025 Champions League,1447.0
Progressive Carrying Distance,128.31,88,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
Progressive Carries,1.49,61,2024-2025,2024-2025 Champions League,1447.0
Carries into Final Third,2.55,88,2024-2025,2024-2025 Champions League,1447.0
Carries into Penalty Area,0.12,43,2024-2025,2024-2025 Champions League,1447.0
Miscontrols,0.87,63,2024-2025,2024-2025 Champions League,1447.0
Dispossessed,0.87,45,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
Passes Received,75.88,96,2024-2025,2024-2025 Champions League,1447.0
Progressive Passes Rec,1.31,30,2024-2025,2024-2025 Champions League,1447.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,2024-2025,2024-2025 Champions League,1447.0
Statistic,Per 90,Percentile,2024-2025,2024-2025 Champions League,1447.0
Yellow Cards,0.00,85,2024-2025,2024-2025 Champions League,1447.0
Red Cards,0.00,51,2024-2025,2024-2025 Champions League,1447.0
Second Yellow Card,0.00,50,2024-2025,2024-2025 Champions League,1447.0
Fouls Committed,0.25,96,2024-2025,2024-2025 Champions League,1447.0
Fouls Drawn,0.87,45,2024-2025,2024-2025 Champions League,1447.0
Offsides,0.00,66,2024-2025,2024-2025 Champions League,1447.0
Crosses,1.37,64,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
Interceptions,1.31,77,2024-2025,2024-2025 Champions League,1447.0
Tackles Won,0.56,14,2024-2025,2024-2025 Champions League,1447.0
Penalty Kicks Won,0.00,46,2024-2025,2024-2025 Champions League,1447.0
Penalty Kicks Conceded,0.00,57,2024-2025,2024-2025 Champions League,1447.0
Own Goals,0.00,51,2024-2025,2024-2025 Champions League,1447.0
Ball Recoveries,5.35,67,2024-2025,2024-2025 Champions League,1447.0
,,,2024-2025,2024-2025 Champions League,1447.0
Aerials Won,0.06,9,2024-2025,2024-2025 Champions League,1447.0
Aerials Lost,0.37,76,2024-2025,2024-2025 Champions League,1447.0
% of Aerials Won,14.3%,9,2024-2025,2024-2025 Champions League,1447.0
Goals,0.00,38,2024-2025,2024 UEFA Euro 2024,358.0
Assists,0.00,37,2024-2025,2024 UEFA Euro 2024,358.0
Goals + Assists,0.00,28,2024-2025,2024 UEFA Euro 2024,358.0
Non-Penalty Goals,0.00,38,2024-2025,2024 UEFA Euro 2024,358.0
Penalty Kicks Made,0.00,49,2024-2025,2024 UEFA Euro 2024,358.0
Penalty Kicks Attempted,0.00,48,2024-2025,2024 UEFA Euro 2024,358.0
Yellow Cards,0.00,76,2024-2025,2024 UEFA Euro 2024,358.0
Red Cards,0.00,50,2024-2025,2024 UEFA Euro 2024,358.0
xG: Expected Goals,0.15,82,2024-2025,2024 UEFA Euro 2024,358.0
npxG: Non-Penalty xG,0.15,85,2024-2025,2024 UEFA Euro 2024,358.0
xAG: Exp. Assisted Goals,0.03,27,2024-2025,2024 UEFA Euro 2024,358.0
npxG + xAG,0.20,73,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
Progressive Carries,1.76,64,2024-2025,2024 UEFA Euro 2024,358.0
Progressive Passes,7.04,83,2024-2025,2024 UEFA Euro 2024,358.0
Progressive Passes Rec,2.26,61,2024-2025,2024 UEFA Euro 2024,358.0
Shooting,Shooting,Shooting,2024-2025,2024 UEFA Euro 2024,358.0
Statistic,Per 90,Percentile,2024-2025,2024 UEFA Euro 2024,358.0
Goals,0.00,38,2024-2025,2024 UEFA Euro 2024,358.0
Shots Total,2.01,80,2024-2025,2024 UEFA Euro 2024,358.0
Shots on Target,0.75,80,2024-2025,2024 UEFA Euro 2024,358.0
Shots on Target %,37.5%,53,2024-2025,2024 UEFA Euro 2024,358.0
Goals/Shot,0.00,38,2024-2025,2024 UEFA Euro 2024,358.0
Goals/Shot on Target,0.00,38,2024-2025,2024 UEFA Euro 2024,358.0
Average Shot Distance,22.40,39,2024-2025,2024 UEFA Euro 2024,358.0
Shots from Free Kicks,0.00,44,2024-2025,2024 UEFA Euro 2024,358.0
Penalty Kicks Made,0.00,49,2024-2025,2024 UEFA Euro 2024,358.0
Penalty Kicks Attempted,0.00,48,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
xG: Expected Goals,0.15,82,2024-2025,2024 UEFA Euro 2024,358.0
npxG: Non-Penalty xG,0.15,85,2024-2025,2024 UEFA Euro 2024,358.0
npxG/Shot,0.08,73,2024-2025,2024 UEFA Euro 2024,358.0
Goals - xG,-0.15,10,2024-2025,2024 UEFA Euro 2024,358.0
Non-Penalty Goals - npxG,-0.15,10,2024-2025,2024 UEFA Euro 2024,358.0
Passing,Passing,Passing,2024-2025,2024 UEFA Euro 2024,358.0
Statistic,Per 90,Percentile,2024-2025,2024 UEFA Euro 2024,358.0
Passes Completed,73.91,96,2024-2025,2024 UEFA Euro 2024,358.0
Passes Attempted,81.20,94,2024-2025,2024 UEFA Euro 2024,358.0
Pass Completion %,91.0%,78,2024-2025,2024 UEFA Euro 2024,358.0
Total Passing Distance,1253.72,94,2024-2025,2024 UEFA Euro 2024,358.0
Progressive Passing Distance,276.03,87,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
Passes Completed (Short),35.70,89,2024-2025,2024 UEFA Euro 2024,358.0
Passes Attempted (Short),36.96,89,2024-2025,2024 UEFA Euro 2024,358.0
Pass Completion % (Short),96.6%,93,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
Passes Completed (Medium),33.44,96,2024-2025,2024 UEFA Euro 2024,358.0
Passes Attempted (Medium),34.94,96,2024-2025,2024 UEFA Euro 2024,358.0
Pass Completion % (Medium),95.7%,89,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
Passes Completed (Long),4.27,73,2024-2025,2024 UEFA Euro 2024,358.0
Passes Attempted (Long),7.29,85,2024-2025,2024 UEFA Euro 2024,358.0
Pass Completion % (Long),58.6%,38,2024-2025,2024 UEFA Euro 2024,358.0
Assists,0.00,37,2024-2025,2024 UEFA Euro 2024,358.0
xAG: Exp. Assisted Goals,0.03,27,2024-2025,2024 UEFA Euro 2024,358.0
xA: Expected Assists,0.08,43,2024-2025,2024 UEFA Euro 2024,358.0
Key Passes,0.75,41,2024-2025,2024 UEFA Euro 2024,358.0
Passes into Final Third,8.04,89,2024-2025,2024 UEFA Euro 2024,358.0
Passes into Penalty Area,0.75,64,2024-2025,2024 UEFA Euro 2024,358.0
Crosses into Penalty Area,0.25,73,2024-2025,2024 UEFA Euro 2024,358.0
Progressive Passes,7.04,83,2024-2025,2024 UEFA Euro 2024,358.0
Pass Types,Pass Types,Pass Types,2024-2025,2024 UEFA Euro 2024,358.0
Statistic,Per 90,Percentile,2024-2025,2024 UEFA Euro 2024,358.0
Passes Attempted,81.20,94,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
Live-ball Passes,76.93,92,2024-2025,2024 UEFA Euro 2024,358.0
Dead-ball Passes,4.02,89,2024-2025,2024 UEFA Euro 2024,358.0
Passes from Free Kicks,0.75,43,2024-2025,2024 UEFA Euro 2024,358.0
Through Balls,0.50,86,2024-2025,2024 UEFA Euro 2024,358.0
Switches,0.25,52,2024-2025,2024 UEFA Euro 2024,358.0
Crosses,3.77,90,2024-2025,2024 UEFA Euro 2024,358.0
Throw-ins Taken,0.50,96,2024-2025,2024 UEFA Euro 2024,358.0
Corner Kicks,2.77,94,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
Inswinging Corner Kicks,0.75,90,2024-2025,2024 UEFA Euro 2024,358.0
Outswinging Corner Kicks,1.01,92,2024-2025,2024 UEFA Euro 2024,358.0
Straight Corner Kicks,0.00,49,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
Passes Completed,73.91,96,2024-2025,2024 UEFA Euro 2024,358.0
Passes Offside,0.25,26,2024-2025,2024 UEFA Euro 2024,358.0
Passes Blocked,1.76,8,2024-2025,2024 UEFA Euro 2024,358.0
Goal and Shot Creation,Goal and Shot Creation,Goal and Shot Creation,2024-2025,2024 UEFA Euro 2024,358.0
Statistic,Per 90,Percentile,2024-2025,2024 UEFA Euro 2024,358.0
Shot-Creating Actions,3.02,80,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
SCA (Live-ball Pass),2.26,68,2024-2025,2024 UEFA Euro 2024,358.0
SCA (Dead-ball Pass),0.00,39,2024-2025,2024 UEFA Euro 2024,358.0
SCA (Take-On),0.00,39,2024-2025,2024 UEFA Euro 2024,358.0
SCA (Shot),0.25,82,2024-2025,2024 UEFA Euro 2024,358.0
SCA (Fouls Drawn),0.50,99,2024-2025,2024 UEFA Euro 2024,358.0
SCA (Defensive Action),0.00,45,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
Goal-Creating Actions,0.00,26,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
GCA (Live-ball Pass),0.00,29,2024-2025,2024 UEFA Euro 2024,358.0
GCA (Dead-ball Pass),0.00,48,2024-2025,2024 UEFA Euro 2024,358.0
GCA (Take-On),0.00,47,2024-2025,2024 UEFA Euro 2024,358.0
GCA (Shot),0.00,49,2024-2025,2024 UEFA Euro 2024,358.0
GCA (Fouls Drawn),0.00,49,2024-2025,2024 UEFA Euro 2024,358.0
GCA (Defensive Action),0.00,49,2024-2025,2024 UEFA Euro 2024,358.0
Defense,Defense,Defense,2024-2025,2024 UEFA Euro 2024,358.0
Statistic,Per 90,Percentile,2024-2025,2024 UEFA Euro 2024,358.0
Tackles,0.75,11,2024-2025,2024 UEFA Euro 2024,358.0
Tackles Won,0.75,28,2024-2025,2024 UEFA Euro 2024,358.0
Tackles (Def 3rd),0.00,5,2024-2025,2024 UEFA Euro 2024,358.0
Tackles (Mid 3rd),0.50,37,2024-2025,2024 UEFA Euro 2024,358.0
Tackles (Att 3rd),0.25,67,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
Dribblers Tackled,0.25,11,2024-2025,2024 UEFA Euro 2024,358.0
Dribbles Challenged,0.75,10,2024-2025,2024 UEFA Euro 2024,358.0
% of Dribblers Tackled,33.3%,19,2024-2025,2024 UEFA Euro 2024,358.0
Challenges Lost,0.50,68,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
Blocks,0.75,32,2024-2025,2024 UEFA Euro 2024,358.0
Shots Blocked,0.25,50,2024-2025,2024 UEFA Euro 2024,358.0
Passes Blocked,0.50,36,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
Interceptions,0.50,39,2024-2025,2024 UEFA Euro 2024,358.0
Tkl+Int,1.26,13,2024-2025,2024 UEFA Euro 2024,358.0
Clearances,0.75,24,2024-2025,2024 UEFA Euro 2024,358.0
Errors,0.00,56,2024-2025,2024 UEFA Euro 2024,358.0
Possession,Possession,Possession,2024-2025,2024 UEFA Euro 2024,358.0
Statistic,Per 90,Percentile,2024-2025,2024 UEFA Euro 2024,358.0
Touches,87.74,94,2024-2025,2024 UEFA Euro 2024,358.0
Touches (Def Pen),1.01,18,2024-2025,2024 UEFA Euro 2024,358.0
Touches (Def 3rd),10.81,38,2024-2025,2024 UEFA Euro 2024,358.0
Touches (Mid 3rd),53.55,92,2024-2025,2024 UEFA Euro 2024,358.0
Touches (Att 3rd),24.39,90,2024-2025,2024 UEFA Euro 2024,358.0
Touches (Att Pen),1.76,78,2024-2025,2024 UEFA Euro 2024,358.0
Touches (Live-Ball),87.74,94,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
Take-Ons Attempted,1.01,43,2024-2025,2024 UEFA Euro 2024,358.0
Successful Take-Ons,0.75,71,2024-2025,2024 UEFA Euro 2024,358.0
Successful Take-On %,75.0%,82,2024-2025,2024 UEFA Euro 2024,358.0
Times Tackled During Take-On,0.25,62,2024-2025,2024 UEFA Euro 2024,358.0
Tackled During Take-On Percentage,25.0%,62,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
Carries,65.61,94,2024-2025,2024 UEFA Euro 2024,358.0
Total Carrying Distance,317.26,92,2024-2025,2024 UEFA Euro 2024,358.0
Progressive Carrying Distance,162.91,92,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
Progressive Carries,1.76,64,2024-2025,2024 UEFA Euro 2024,358.0
Carries into Final Third,3.02,94,2024-2025,2024 UEFA Euro 2024,358.0
Carries into Penalty Area,0.25,57,2024-2025,2024 UEFA Euro 2024,358.0
Miscontrols,1.01,39,2024-2025,2024 UEFA Euro 2024,358.0
Dispossessed,0.25,86,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
Passes Received,70.39,94,2024-2025,2024 UEFA Euro 2024,358.0
Progressive Passes Rec,2.26,61,2024-2025,2024 UEFA Euro 2024,358.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,2024-2025,2024 UEFA Euro 2024,358.0
Statistic,Per 90,Percentile,2024-2025,2024 UEFA Euro 2024,358.0
Yellow Cards,0.00,76,2024-2025,2024 UEFA Euro 2024,358.0
Red Cards,0.00,50,2024-2025,2024 UEFA Euro 2024,358.0
Second Yellow Card,0.00,50,2024-2025,2024 UEFA Euro 2024,358.0
Fouls Committed,0.00,96,2024-2025,2024 UEFA Euro 2024,358.0
Fouls Drawn,2.51,97,2024-2025,2024 UEFA Euro 2024,358.0
Offsides,0.00,56,2024-2025,2024 UEFA Euro 2024,358.0
Crosses,3.77,90,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
Interceptions,0.50,39,2024-2025,2024 UEFA Euro 2024,358.0
Tackles Won,0.75,28,2024-2025,2024 UEFA Euro 2024,358.0
Penalty Kicks Won,0.00,49,2024-2025,2024 UEFA Euro 2024,358.0
Penalty Kicks Conceded,0.00,52,2024-2025,2024 UEFA Euro 2024,358.0
Own Goals,0.00,50,2024-2025,2024 UEFA Euro 2024,358.0
Ball Recoveries,6.54,90,2024-2025,2024 UEFA Euro 2024,358.0
,,,2024-2025,2024 UEFA Euro 2024,358.0
Aerials Won,0.00,10,2024-2025,2024 UEFA Euro 2024,358.0
Aerials Lost,0.00,96,2024-2025,2024 UEFA Euro 2024,358.0
Goals,0.20,80,2023-2024,2023-2024 Champions League,914.0
Assists,0.10,53,2023-2024,2023-2024 Champions League,914.0
Goals + Assists,0.30,68,2023-2024,2023-2024 Champions League,914.0
Non-Penalty Goals,0.20,81,2023-2024,2023-2024 Champions League,914.0
Penalty Kicks Made,0.00,48,2023-2024,2023-2024 Champions League,914.0
Penalty Kicks Attempted,0.00,48,2023-2024,2023-2024 Champions League,914.0
Yellow Cards,0.20,48,2023-2024,2023-2024 Champions League,914.0
Red Cards,0.00,52,2023-2024,2023-2024 Champions League,914.0
xG: Expected Goals,0.13,73,2023-2024,2023-2024 Champions League,914.0
npxG: Non-Penalty xG,0.13,75,2023-2024,2023-2024 Champions League,914.0
xAG: Exp. Assisted Goals,0.21,82,2023-2024,2023-2024 Champions League,914.0
npxG + xAG,0.33,79,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
Progressive Carries,2.17,72,2023-2024,2023-2024 Champions League,914.0
Progressive Passes,8.17,91,2023-2024,2023-2024 Champions League,914.0
Progressive Passes Rec,2.36,50,2023-2024,2023-2024 Champions League,914.0
Shooting,Shooting,Shooting,2023-2024,2023-2024 Champions League,914.0
Statistic,Per 90,Percentile,2023-2024,2023-2024 Champions League,914.0
Goals,0.20,80,2023-2024,2023-2024 Champions League,914.0
Shots Total,2.17,89,2023-2024,2023-2024 Champions League,914.0
Shots on Target,0.59,80,2023-2024,2023-2024 Champions League,914.0
Shots on Target %,27.3%,54,2023-2024,2023-2024 Champions League,914.0
Goals/Shot,0.09,69,2023-2024,2023-2024 Champions League,914.0
Goals/Shot on Target,0.33,61,2023-2024,2023-2024 Champions League,914.0
Average Shot Distance,25.00,20,2023-2024,2023-2024 Champions League,914.0
Shots from Free Kicks,0.00,44,2023-2024,2023-2024 Champions League,914.0
Penalty Kicks Made,0.00,48,2023-2024,2023-2024 Champions League,914.0
Penalty Kicks Attempted,0.00,48,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
xG: Expected Goals,0.13,73,2023-2024,2023-2024 Champions League,914.0
npxG: Non-Penalty xG,0.13,75,2023-2024,2023-2024 Champions League,914.0
npxG/Shot,0.06,39,2023-2024,2023-2024 Champions League,914.0
Goals - xG,+0.07,83,2023-2024,2023-2024 Champions League,914.0
Non-Penalty Goals - npxG,+0.07,83,2023-2024,2023-2024 Champions League,914.0
Passing,Passing,Passing,2023-2024,2023-2024 Champions League,914.0
Statistic,Per 90,Percentile,2023-2024,2023-2024 Champions League,914.0
Passes Completed,66.86,93,2023-2024,2023-2024 Champions League,914.0
Passes Attempted,72.37,92,2023-2024,2023-2024 Champions League,914.0
Pass Completion %,92.4%,95,2023-2024,2023-2024 Champions League,914.0
Total Passing Distance,1202.69,93,2023-2024,2023-2024 Champions League,914.0
